"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"M. Velli and F. Pucci and F. Rappazzo and A. Tenerani","2015-5-28","10.1098/rsta.2014.0262","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0262","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0262?download=true","/doi/epdf/10.1098/rsta.2014.0262","The Royal Society Publishing","Models of coronal heating, turbulence and fast reconnection","magnetohydrodynamic turbulence,solar corona","magnetohydrodynamic turbulence,solar corona,astrophysics,solar system,stars"
"Juan Martínez-Sykora and Bart De Pontieu and Viggo Hansteen and Mats Carlsson","2015-5-28","10.1098/rsta.2014.0268","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0268","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0268?download=true","/doi/epdf/10.1098/rsta.2014.0268","The Royal Society Publishing","The role of partial ionization effects in the chromosphere","magnetohydrodynamics,methods,numerical,atmosphere,magnetic field","magnetohydrodynamics,methods,numerical,atmosphere,magnetic field,solar system"
"Iñigo Arregui","2015-5-28","10.1098/rsta.2014.0261","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0261","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0261?download=true","/doi/epdf/10.1098/rsta.2014.0261","The Royal Society Publishing","Wave heating of the solar atmosphere","Sun,magnetic fields,magnetohydrodynamics,waves,coronal heating","Sun,magnetic fields,magnetohydrodynamics,waves,coronal heating,astrophysics,solar system"
"Robert C. Atwood and Andrew J. Bodey and Stephen W. T. Price and Mark Basham and Michael Drakopoulos","2015-6-13","10.1098/rsta.2014.0398","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0398","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0398?download=true","/doi/epdf/10.1098/rsta.2014.0398","The Royal Society Publishing","A high-throughput system for high-quality tomographic reconstruction of large datasets at Diamond Light Source","tomography,computation,X-ray,data processing","tomography,computation,X-ray,data processing,human-computer interaction,image processing,software"
"Snehlata Shakya and Prabhat Munshi","2015-6-13","10.1098/rsta.2014.0394","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0394","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0394?download=true","/doi/epdf/10.1098/rsta.2014.0394","The Royal Society Publishing","Error analysis of tomographic reconstructions in the absence of projection data","filter function,sensitivity,first- and second-level KT-1,two- and three-phase flows","filter function,sensitivity,first- and second-level KT-1,two- and three-phase flows,biomedical engineering,computational mathematics,image processing"
"Thomas Blumensath and Richard Boardman","2015-6-13","10.1098/rsta.2014.0393","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0393","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0393?download=true","/doi/epdf/10.1098/rsta.2014.0393","The Royal Society Publishing","Non-convexly constrained image reconstruction from nonlinear tomographic X-ray measurements","compressed sensing,inverse problems,nonlinear constrained optimization,tomography","compressed sensing,inverse problems,nonlinear constrained optimization,tomography,image processing"
"D. Kazantsev and G. Van Eyndhoven and W. R. B. Lionheart and P. J. Withers and K. J. Dobson and S. A. McDonald and R. Atwood and P. D. Lee","2015-6-13","10.1098/rsta.2014.0389","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0389","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0389?download=true","/doi/epdf/10.1098/rsta.2014.0389","The Royal Society Publishing","Employing temporal self-similarity across the entire time domain in computed tomography reconstruction","iterative reconstruction,spatial–temporal regularization,time lapse tomography,non-local means,structural prior","iterative reconstruction,spatial–temporal regularization,time lapse tomography,non-local means,structural prior,applied mathematics,image processing,medical computing,nuclear physics"
"Mark C. Serreze and Julienne Stroeve","2015-7-13","10.1098/rsta.2014.0159","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0159","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0159?download=true","/doi/epdf/10.1098/rsta.2014.0159","The Royal Society Publishing","Arctic sea ice trends, variability and implications for seasonal ice forecasting","sea ice,atmospheric variability,feedbacks,prediction,trends","sea ice,atmospheric variability,feedbacks,prediction,trends,atmospheric science,climatology,meteorology"
"Jennifer Francis and Natasa Skific","2015-7-13","10.1098/rsta.2014.0170","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0170","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0170?download=true","/doi/epdf/10.1098/rsta.2014.0170","The Royal Society Publishing","Evidence linking rapid Arctic warming to mid-latitude weather patterns","Arctic,extreme weather,jet stream","Arctic,extreme weather,jet stream,climatology,meteorology"
"Viv Kendon and Angelika Sebald and Susan Stepney","2015-7-28","10.1098/rsta.2014.0225","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0225","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0225?download=true","/doi/epdf/10.1098/rsta.2014.0225","The Royal Society Publishing","Heterotic computing past, present and future","heterotic computing,unconventional computing,hybrid computing","heterotic computing,unconventional computing,hybrid computing,hybrid computing"
"Jacob Beal and Mirko Viroli","2015-7-28","10.1098/rsta.2014.0220","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0220","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0220?download=true","/doi/epdf/10.1098/rsta.2014.0220","The Royal Society Publishing","Space–time programming","spatial computing,field calculus,aggregate programming","spatial computing,field calculus,aggregate programming,artificial intelligence"
"Dominic Horsman","2015-7-28","10.1098/rsta.2014.0224","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0224","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0224?download=true","/doi/epdf/10.1098/rsta.2014.0224","The Royal Society Publishing","AbstractionRepresentation Theory for heterotic physical computing","physical computing,heterotic computing,hybrid computing,foundations of computation","physical computing,heterotic computing,hybrid computing,foundations of computation,hybrid computing,theory of computing"
"A. M. Starik and B. I. Loukhovitski and A. S. Sharipov and N. S Titova","2015-8-13","10.1098/rsta.2014.0341","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0341","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0341?download=true","/doi/epdf/10.1098/rsta.2014.0341","The Royal Society Publishing","Physics and chemistry of the influence of excited molecules on combustion enhancement","excited molecules,combustion enhancement,electric discharge,chain process,kinetics of elementary reactions","excited molecules,combustion enhancement,electric discharge,chain process,kinetics of elementary reactions,atomic and molecular physics,physical chemistry,plasma physics"
"Richard B Miles and James B Michael and Christopher M Limbach and Sean D McGuire and Tat Loon Chng and Matthew R Edwards and Nicholas J DeLuca and Mikhail N Shneider and Arthur Dogariu","2015-8-13","10.1098/rsta.2014.0338","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0338","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0338?download=true","/doi/epdf/10.1098/rsta.2014.0338","The Royal Society Publishing","New diagnostic methods for laser plasma- and microwave-enhanced combustion","filtered Rayleigh scattering,Thomson scattering,depolarized Rayleigh scattering,radar resonance-enhanced multi-photon ionization,femtosecond laser electronic excitation
tagging","filtered Rayleigh scattering,Thomson scattering,depolarized Rayleigh scattering,radar resonance-enhanced multi-photon ionization,femtosecond laser electronic excitation
tagging,atomic and molecular physics,mechanical engineering,optics,plasma physics"
"Andrey Starikovskiy","2015-8-13","10.1098/rsta.2015.0074","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2015.0074","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2015.0074?download=true","/doi/epdf/10.1098/rsta.2015.0074","The Royal Society Publishing","Physics and chemistry of plasma-assisted combustion","plasma,combustion,ignition,relaxation,excitation,discharge","plasma,combustion,ignition,relaxation,excitation,discharge,chemical physics,mechanical engineering,plasma physics,power and energy systems"
"Andrey Yu Starikovskiy","2015-8-13","10.1098/rsta.2014.0343","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0343","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0343?download=true","/doi/epdf/10.1098/rsta.2014.0343","The Royal Society Publishing","On the role of ‘hot’ atoms in plasma-assisted ignition","plasma,non-equilibrium,translational,chemistry,combustion,relaxation","plasma,non-equilibrium,translational,chemistry,combustion,relaxation,atomic and molecular physics,chemical physics,photochemistry,plasma physics"
"M. M Nudnova and S. V Kindysheva and N. L Aleksandrov and A. Yu Starikovskii","2015-8-13","10.1098/rsta.2014.0330","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0330","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0330?download=true","/doi/epdf/10.1098/rsta.2014.0330","The Royal Society Publishing","Fast gas heating in N2O2 mixtures under nanosecond surface dielectric barrier discharge the effects of gas pressure and composition","fast gas heating,nanosecond surface dielectric barrier discharge,non-equilibrium plasma,hydrocarbon addition","fast gas heating,nanosecond surface dielectric barrier discharge,non-equilibrium plasma,hydrocarbon addition,plasma physics"
"S. Barbosa and G. Pilla and D. A. Lacoste and P. Scouflaire and S. Ducruix and C. O. Laux and D. Veynante","2015-8-13","10.1098/rsta.2014.0335","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0335","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0335?download=true","/doi/epdf/10.1098/rsta.2014.0335","The Royal Society Publishing","Influence of nanosecond repetitively pulsed discharges on the stability of a swirled propaneair burner representative of an aeronautical combustor","flame stabilization,lean premixed combustion,optical diagnostics,plasma-assisted combustion,nanosecond repetitively pulsed discharges","flame stabilization,lean premixed combustion,optical diagnostics,plasma-assisted combustion,nanosecond repetitively pulsed discharges,particle physics"
"Matthew Pinchak and Timothy Ombrello and Campbell Carter and Ephraim Gutmark and Viswanath Katta","2015-8-13","10.1098/rsta.2014.0339","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0339","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0339?download=true","/doi/epdf/10.1098/rsta.2014.0339","The Royal Society Publishing","The effects of hydrodynamic stretch on the flame propagation enhancement of ethylene by addition of ozone","plasma,combustion,ozone,flame speed enhancement,Hencken flame,sub-atmospheric pressure","plasma,combustion,ozone,flame speed enhancement,Hencken flame,sub-atmospheric pressure,chemical physics,mechanical engineering,plasma physics"
"K. V. Artem'ev and N. K. Berezhetskaya and S. Yu. Kazantsev and N. G. Kononov and I. A. Kossyi and N. A. Popov and N. M. Tarasova and E. A. Filimonova and K. N. Firsov","2015-8-13","10.1098/rsta.2014.0334","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0334","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0334?download=true","/doi/epdf/10.1098/rsta.2014.0334","The Royal Society Publishing","Fast combustion waves and chemi-ionization processes in a flame initiated by a powerful local plasma source in a closed reactor","powerful discharge,fast combustion wave,non-equilibrium chemi-ionized plasma","powerful discharge,fast combustion wave,non-equilibrium chemi-ionized plasma,chemical physics,plasma physics"
"Zhi Hao Jiang and Jeremy P. Turpin and Kennith Morgan and Bingqian Lu and Douglas H. Werner","2015-8-28","10.1098/rsta.2014.0363","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0363","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0363?download=true","/doi/epdf/10.1098/rsta.2014.0363","The Royal Society Publishing","Spatial transformation-enabled electromagnetic devices from radio frequencies to optical wavelengths","antenna,electromagnetic wave,metamaterial,transformation optics","antenna,electromagnetic wave,metamaterial,transformation optics,electrical engineering,electromagnetism,nanotechnology,optics"
"Igor I. Smolyaninov and Vera N. Smolyaninova and Alexei I. Smolyaninov","2015-8-28","10.1098/rsta.2014.0360","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0360","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0360?download=true","/doi/epdf/10.1098/rsta.2014.0360","The Royal Society Publishing","Experimental model of topological defects in Minkowski space–time based on disordered ferrofluid magnetic monopoles, cosmic strings and the space–time cloak","hyperbolic metamaterial,ferrofluid,space–time defects","hyperbolic metamaterial,ferrofluid,space–time defects,electromagnetism"
"Benoît Perthame and Nicolas Vauchelet","2015-9-13","10.1098/rsta.2014.0283","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2014.0283","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2014.0283?download=true","/doi/epdf/10.1098/rsta.2014.0283","The Royal Society Publishing","Incompressible limit of a mechanical model of tumour growth with viscosity","tumour growth,Hele-Shaw equation,free boundary problems,porous media,visco-elastic media","tumour growth,Hele-Shaw equation,free boundary problems,porous media,visco-elastic media,mathematical modelling"
